1946_1	1946_1	To the Congress of the United States:  
1954_85	1954_85	In addition we shall continue to protect and improve our national forests,  parks, monuments and other natural and historic sites, as well as our  fishery and wildlife resources. I hope that pending legislation to improve  the conservation and management of publicly_owned grazing lands in national  forests will soon be approved by the Congress.  
1954_86	1954_86	NATIONAL HIGHWAYS  
1954_91	1954_91	III. HUMAN PROBLEMS  
1954_95	1954_95	Protection against the hazards of temporary unemployment should be extended  to some 6 1/2 millions of workers, including civilian Federal workers, who  now lack this safeguard. Moreover, the Secretary of Labor is making  available to the states studies and recommendations in the fields of weekly  benefits, periods of protection and extension of coverage. The Economic  Report will consider the related matter of minimum wages and their coverage.  
1954_96	1954_96	The Labor Management Relations Act of 3947 is basically a sound law.  However, six years of experience have revealed that in some respects it can  be improved. On January 11, I shall forward to the Congress suggestions for  changes designed to reinforce the basic objectives of the Act.  
1954_102	1954_102	The Federal Government should encourage medical research in its battle with  such mortal diseases as cancer and heart ailments, and should continue to  help the states in their health and rehabilitation programs. The present  Hospital Survey and Construction Act should be broadened in order to assist  in the development of adequate facilities for the chronically ill, and to  encourage the construction of diagnostic centers, rehabilitation  facilities, and nursing homes. The war on disease also needs a better  working relationship between Government and private initiative. Private and  non_profit hospital and medical insurance plans are already in the field,  soundly based on the experience and initiative of the people in their  various communities.  
1954_106	1954_106	The preparation of teachers as, indeed, the control and direction of public  education policy, is a state and local responsibility. However, the Federal  Government should stand ready to assist states which demonstrably cannot  provide sufficient school buildings. In order to appraise the needs, I hope  that this year a conference on education will be held in each state,  culminating in a national conference. From these conferences on education,  every level of government from the Federal Government to each local school  board should gain the information with which to attack this serious  problem.  
1954_112	1954_112	Extension of the advantages of insured lending to private credit engaged in  this task of rehabilitating obsolete neighborhoods;  
1954_113	1954_113	Insurance of long_term, mortgage loans, with small down payment for  low_income families; and, until alternative programs prove more effective,  
1954_114	1954_114	Continuation of the public housing program adopted in the Housing Act of  1949.  
1954_116	1954_116	VETERANS ADMINISTRATION  
1954_118	1954_118	SUFFRAGE  
1954_119	1954_119	My few remaining recommendations all relate to a basic right of our  citizens that of being represented in the decisions of the government.  
1954_121	1954_121	In the District of Columbia the time is long overdue for granting national  suffrage to its citizens and also applying the principle of local  self_government to the Nation's Capital. I urge the Congress to move  promptly in this direction and also to revise District revenue measures to  provide needed public works improvements.  
1954_125	1954_125	I want to add one final word about the general purport of these many  recommendations.  
1954_128	1954_128	A government can sincerely strive for peace, as ours is striving, and ask  its people to make sacrifices for the sake of peace. But no government can  place peace in the hearts of foreign rulers. It is our duty then to  ourselves and to freedom itself to remain strong in all those  ways spiritual, economic, military that will give us maximum safety  against the possibility of aggressive action by others.  
1954_129	1954_129	No government can inoculate its people against the fatal materialism that  plagues our age. Happily, our people, though blessed with more material  goods than any people in history, have always reserved their first  allegiance to the kingdom of the spirit, which is the true source of that  freedom we value above all material things.  
1954_131	1954_131	The Address as reported from the floor appears in the Congressional Record  (vol. 100, p. 62).  
1955_2	1955_2	First, I extend cordial greetings to the 84th Congress. We shall have much  to do together; I am sure that we shall get it done and, that we shall do  it in harmony and good will.  
1955_3	1955_3	At the outset, I believe it would be well to remind ourselves of this great  fundamental in our national life: our common belief that every human being  is divinely endowed with dignity and worth and inalienable rights. This  faith, with its corollary that to grow and flourish people must be  free shapes the interests and aspirations of every American.  
1955_6	1955_6	Second, to help keep our economy vigorous and expanding, thus sustaining  our international strength and assuring better jobs, better living, better  opportunities for every citizen;  
1955_9	1955_9	It is of the utmost importance, that each of us understand the true nature  of the struggle now taking place in the world.  
1955_12	1955_12	In the past year, there has been progress justifying hope, both for  continuing peace and for the ultimate rule of freedom and justice in the  world. Free nations are collectively stronger than at any time in recent  years.  
1955_13	1955_13	Just as nations of this Hemisphere, in the historic Caracas and Rio  conferences, have closed ranks against imperialistic Communism and  strengthened their economic ties, so free nations elsewhere have forged new  bonds of unity.  
1955_14	1955_14	Recent agreements between Turkey and Pakistan have laid a foundation for  increased strength in the Middle East. With our understanding support,  Egypt and Britain, Yugoslavia and Italy, Britain and Iran have resolved  dangerous differences. The security of the Mediterranean has been enhanced  by an alliance among Greece, Turkey and Yugoslavia. Agreements in Western  Europe have paved the way for unity to replace past divisions which have  undermined Europe's economic and military vitality. The defense of the West  appears likely at last to include a free, democratic Germany participating  as an equal in the councils of NATO.  
1955_15	1955_15	In Asia and the Pacific, the pending Manila Pact supplements our treaties  with Australia, New Zealand, the Philippines, Korea and Japan and our  prospective treaty with the Republic of China. These pacts stand as solemn  warning that future military aggression and subversion against the free  nations of Asia will meet united response. The Pacific Charter, also  adopted at Manila, is a milestone in the development of human freedom and  self_government in the Pacific area.  
1955_18	1955_18	These developments are heartening indeed, and we are hopeful of continuing  progress. But sobering problems remain.  
1955_20	1955_20	To protect our nations and our peoples from the catastrophe of a nuclear  holocaust, free nations must maintain countervailing military power to  persuade the Communists of the futility of seeking their ends through  aggression. If Communist rulers understand that America's response to  aggression will be swift and decisive that never shall we buy peace at the  expense of honor or faith they will be powerfully deterred from launching  a military venture engulfing their own peoples and many others in disaster.  This, of course, is merely world stalemate. But in this stalemate each of  us may and must exercise his high duty to strive in every honorable way for  enduring peace.  
1955_22	1955_22	In such a world, America's course is dear:  
1955_23	1955_23	We must tirelessly labor to make the peace more just and durable.  
1955_26	1955_26	We must also encourage the efforts being made in the United Nations to  limit armaments and to harness the atom to peaceful rise.  
1955_27	1955_27	We must expand international trade and investment and assist friendly  nations whose own best efforts are still insufficient to provide the  strength essential to the security of the free world.  
1955_28	1955_28	We must be willing to use the processes of negotiation whenever they will  advance the cause of just and secure peace to which the United States and  other free nations are dedicated.  
1955_30	1955_30	We must also carry forward our educational exchange program. This sharing  of knowledge and experience between our citizens and those of free  countries is a powerful factor in the development and maintenance of true  partnership among free peoples.  
1955_31	1955_31	To advance these many efforts, the Congress must act in this session on  appropriations, legislation, and treaties. Today I shall mention especially  our foreign economic and military programs.  
1955_39	1955_39	Third, to keep our armed forces abreast of the advances of science, our  military planning must be flexible enough to utilize the new weapons and  techniques which flow ever more speedily from our research and development  programs. The forthcoming military budget therefore emphasizes modern  airpower in the Air Force, Navy and Marine Corps and increases the emphasis  on new weapons, especially those of rapid and destructive striking power.  It assures the maintenance of effective, retaliatory force as the principal  deterrent to overt aggression. It accelerates the continental defense  program and the build_up of ready military reserve forces. It continues a  vigorous program of stockpiling strategic and critical materials and  strengthening our mobilization base. The budget also contemplates the  strategic concentration of our strength through redeployment of certain  forces. It provides for reduction of forces in certain categories and their  expansion in others, to fit them to the military realities of our time.  These emphases in our defense planning have been made at my personal  direction after long and thoughtful study. In my judgment, they will give  our nation a defense accurately adjusted to the national need.  
1955_41	1955_41	And fifth, in the administration of these costly programs, we must demand  the utmost in efficiency and ingenuity. We must assure our people not only  of adequate protection but also of a defense that can be carried forward  from year to year until the threat of aggression has disappeared.  
1955_43	1955_43	The first concerns the selective service act which expires next June 30th.  For the foreseeable future, our standing forces must remain much larger  than voluntary methods can sustain. We must, therefore, extend the  statutory authority to induct men for two years of military service.  
1955_46	1955_46	Maintenance of an effective defense requires continuance of our aggressive  attack on subversion at home. In this effort we have, in the past two  years, made excellent progress. FBI investigations have been powerfully  reinforced by a new Internal Security Division in the Department of  Justice; the security activities of the Immigration and Naturalization  Service have been revitalized; an improved and strengthened security system  is in effect throughout the government; the Department of Justice and the  FBI have been armed with effective new legal weapons forged by the 83rd  Congress.  
1955_47	1955_47	We shall continue to ferret out and to destroy Communist subversion.  
1955_48	1955_48	We shall, in the process, carefully preserve our traditions and the basic  rights of our citizens.  
1955_49	1955_49	Our civil defense program is also a key element in the protection of our  country. We are developing cooperative methods with State Governors,  Mayors, and voluntary citizen groups, as well as among Federal agencies, in  building the civil defense organization. Its significance in time of war is  obvious; its swift assistance in disaster areas last year proved its  importance in time of peace.  
1955_51	1955_51	At this time the executive and legislative branches are under the  management of different political parties. This fact places both parties on  trial before the American people.  
1955_54	1955_54	In all areas basic to the strength of America, there will be to the extent  I can insure them cooperative, constructive relations between the  Executive and Legislative Branches of this government. Let the general good  be our yardstick on every great issue of our time.  
1955_55	1955_55	Our efforts to defend our freedom and to secure a just peace are, of  course, inseparable from the second great purpose of our government: to  help maintain a strong, growing economy an economy vigorous and free, in  which there are ever_increasing opportunities, just rewards for effort, and  a stable prosperity that is widely shared.  
1955_58	1955_58	So, today, the transition to a peacetime economy is largely behind us.  
1955_59	1955_59	The economic outlook is good.  
1955_60	1955_60	The many promising factors I have mentioned do not guarantee sustained  economic expansion; however, they do give us a strong position from which  to carry forward our economic growth. If we as a people act wisely, within  ten years our annual national output can rise from its present level of  about $360 billion to $500 billion, measured in dollars of stable buying  power.  
1955_63	1955_63	Last year we had a large tax cut and, for the first time in seventy_five  years a basic revision of Federal tax laws. It is now clear that defense  and other essential government costs must remain at a level precluding  further tax reductions this year. Although excise and corporation income  taxes must, therefore, be continued at their present rates, further tax  cuts will be possible when justified by lower expenditures and by revenue  increases arising from the nation's economic growth. I am hopeful that such  reductions can be made next year.  
1955_68	1955_68	In addition, the 1956 budget will recommend appropriations to start six new  reclamation and more than thirty new Corps of Engineers projects of varying  size. Going projects and investigations of potential new resource  developments will be continued.  
1955_70	1955_70	In the interest of their proper conservation, development and use,  continued vigilance will be maintained over our fisheries, wildlife  resources, the national parks and forests, and the public lands; and we  shall continue to encourage an orderly development of the nation's mineral  resources.  
1955_74	1955_74	The Council of Economic Advisers, through its public works planning  section, has made important advances during the past year in effecting this  coordination and cooperation. In view of the success of these initial  efforts, and to give more emphasis and continuity to this essential  coordination, I shall request the Congress to appropriate funds for the  support of an Office of Coordinator of Public Works in the Executive Office  of the President.  
1955_77	1955_77	Thus, farm production is gradually adjusting to markets, markets are being  expanded, and stocks are moving into use. We can now look forward to an  easing of the influences depressing farm prices, to reduced government  expenditures for purchase of surplus products, and to less Federal  intrusion into the lives and plans of our farm people. Agricultural  programs have been redirected toward better balance, greater stability and  sustained prosperity. We are headed in the right direction. I urgently  recommend to the Congress that we continue resolutely on this road.  
1955_78	1955_78	Greater attention must be directed to the needs of low_income farm  families. Twenty_eight per cent of our farm_operator families have net cash  incomes of less than $1,000 per year. Last year, at my request, careful  studies were made of the problems of these farm people. I shall later  submit recommendations designed to assure the steady alleviation of their  most pressing concerns.  
1955_79	1955_79	Because drought also remains a serious agricultural problem, I shall  recommend legislation to strengthen Federal disaster assistance programs.  This legislation will prescribe an improved appraisal of need, better  adjustment of the various programs to local conditions, and a more  equitable sharing of costs between the States and the Federal Government.  
1955_81	1955_81	We come now to the third great purpose of our government_its concern for  the health, productivity and well_being of all our people.  
1955_84	1955_84	During the past two years, notable advances were made in these functions of  government. Protection of old_age and survivors' insurance was extended to  an additional ten million of our people, and the benefits were  substantially increased. Legislation was enacted to provide unemployment  insurance protection to some four million additional Americans.  Stabilization of living costs and the halting of inflation protected the  value of pensions and savings. A broad program now helps to bring good  homes within the reach of the great majority of our people. With the  States, we are providing rehabilitation facilities and more clinics,  hospitals, and nursing homes for patients with chronic illnesses. Also with  the States, we have begun a great and fruitful expansion in the restoration  of disabled persons to employment and useful lives. In the areas of Federal  responsibility, we have made historic progress in eliminating from among  our people demeaning practices based on race or color.  
1955_86	1955_86	As part of our efforts to provide decent, safe and sanitary housing for  low_income families, we must carry forward the housing program authorized  during the 83rd Congress. We must also authorize contracts for a firm  program of 35,000 additional public housing units in each of the next two  fiscal years. This program will meet the most pressing obligations of the  Federal Government into the 1958 fiscal year for planning and building  public housing. By that time the private building industry, aided by the  Housing Act of 1954, will have had the opportunity to assume its full role  in providing adequate housing for our low income families.  
1955_90	1955_90	My recommendations will include a Federal health reinsurance service to  encourage the development of more and better voluntary health insurance  coverage by private organizations. I shall also recommend measures to  improve the medical care of that group of our citizens who, because of  need, receive Federal_State public assistance. These two proposals will  help more of our people to meet the costs of health services.  
1955_91	1955_91	To reduce the gaps in these services, I shall propose:  
1955_97	1955_97	These measures together constitute a comprehensive program holding rich  promise for better health for all of our people.  
1955_101	1955_101	However, such factors as population growth, additional responsibilities of  schools, and increased and longer school attendance have produced an  unprecedented classroom shortage. This shortage is of immediate concern to  all of our people. Positive, affirmative action must be taken now.  
1955_106	1955_106	The outlook for our wage earners can be made still more promising by  several legislative actions.  
1955_109	1955_109	Third, the Administration will propose other important measures including  occupational safety, workmen's compensation for longshoremen and harbor  workers, and the "Eight Hour Laws" applicable to Federal contractors.  Legislation will also be proposed respecting nonoccupational disability  insurance and unemployment compensation in the District of Columbia.  
